collected_at,departure_date,origin,destination,route,airline,flight_number,departure_time,arrival_time,price,currency,travel_class,stops,source,days_to_departure,anomaly_prediction,anomaly_score,is_anomaly,anomaly_type
2026-08-23T12:25:27.237547,2026-08-26,DEL,BLR,DEL-BLR,Air India Express,IX 1070,2026-08-26 18:40,2026-08-26 21:30,8971,INR,Economy,0,SerpApi Google Flights,3.0,1,0.10699115527916297,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,Air India,AI 2450,2026-08-30 20:25,2026-08-30 22:00,6113,INR,Economy,0,SerpApi Google Flights,7.0,1,0.10762201274263017,False,normal
2026-08-23T12:28:48.655759,2026-09-06,BOM,HYD,BOM-HYD,IndiGo,6E 5326,2026-09-06 19:40,2026-09-06 21:20,5645,INR,Economy,0,SerpApi Google Flights,14.0,1,0.10877895833652473,False,normal
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,Air India,AI 1706,2026-09-06 23:00,2026-09-07 01:20,8451,INR,Economy,0,SerpApi Google Flights,14.0,1,0.10977350797372765,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BLR,BOM,BLR-BOM,Air India,AI 2852,2026-08-25 10:30,2026-08-25 12:35,8802,INR,Economy,0,SerpApi Google Flights,,1,0.11434694020232744,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,BLR,DEL-BLR,Akasa Air,QP 1350,2026-08-25 21:55,2026-08-26 00:50,9031,INR,Economy,0,SerpApi Google Flights,,1,0.11436986784019315,False,normal
2026-08-23T12:28:48.655759,2026-09-06,BLR,BOM,BLR-BOM,SpiceJet,SG 369,2026-09-06 00:45,2026-09-06 02:35,4844,INR,Economy,0,SerpApi Google Flights,14.0,1,0.11647430089593075,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,CCU,DEL-CCU,SpiceJet,SG 905,2026-08-24 20:10,2026-08-24 22:30,7943,INR,Economy,0,SerpApi Google Flights,1.0,1,0.11847880605808703,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,DEL,BOM-DEL,Akasa Air,QP 1819,2026-08-25 14:30,2026-08-25 16:50,6912,INR,Economy,0,SerpApi Google Flights,,1,0.12054189375057472,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,Akasa Air,QP 1111,2026-08-30 05:25,2026-08-30 07:50,6912,INR,Economy,0,SerpApi Google Flights,7.0,1,0.12054189375057472,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BOM,HYD,BOM-HYD,Air India,AI 2869,2026-08-26 21:25,2026-08-26 23:05,5803,INR,Economy,0,SerpApi Google Flights,3.0,1,0.12264920101860854,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BLR,DEL,BLR-DEL,Air India Express,IX 2786,2026-08-25 09:20,2026-08-25 17:00,9970,INR,Economy,0,SerpApi Google Flights,,1,0.12300877466810672,False,normal
2026-08-23T12:28:48.655759,2026-09-06,BOM,BLR,BOM-BLR,Air India,AI 2410,2026-09-06 05:30,2026-09-06 07:35,5152,INR,Economy,0,SerpApi Google Flights,14.0,1,0.12313949172535454,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,BLR,DEL-BLR,Air India,AI 2412,2026-08-25 21:30,2026-08-26 00:25,8735,INR,Economy,0,SerpApi Google Flights,,1,0.12333256890176769,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,Air India Express,IX 2935,2026-08-30 08:55,2026-08-30 10:20,6091,INR,Economy,0,SerpApi Google Flights,7.0,1,0.12378974380138574,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,DEL,BLR-DEL,Air India,AI 2414,2026-08-30 05:30,2026-08-30 08:25,8710,INR,Economy,0,SerpApi Google Flights,7.0,1,0.123992297036223,False,normal
2026-08-23T12:28:48.655759,2026-09-06,DEL,CCU,DEL-CCU,Akasa Air,QP 1801,2026-09-06 05:55,2026-09-06 08:15,7933,INR,Economy,0,SerpApi Google Flights,14.0,1,0.12431628322897414,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,BLR,DEL-BLR,Akasa Air,QP 1335,2026-08-26 14:55,2026-08-26 17:55,9031,INR,Economy,0,SerpApi Google Flights,3.0,1,0.12501689236362223,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,BOM,DEL-BOM,Air India Express,IX 1056,2026-08-24 17:50,2026-08-24 20:10,6610,INR,Economy,0,SerpApi Google Flights,1.0,1,0.12788857034498813,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BLR,BOM,BLR-BOM,Air India,AI 2402,2026-08-26 06:35,2026-08-26 08:35,7647,INR,Economy,0,SerpApi Google Flights,3.0,1,0.12822167270008905,False,normal
2026-08-23T12:22:22.818116,2026-08-24,BOM,DEL,BOM-DEL,SpiceJet,SG 803,2026-08-24 01:50,2026-08-24 04:10,6616,INR,Economy,0,SerpApi Google Flights,1.0,1,0.12861673265702578,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BLR,HYD,BLR-HYD,IndiGo,6E 6168,2026-08-25 17:40,2026-08-25 21:15,6118,INR,Economy,0,SerpApi Google Flights,,1,0.13057620618732796,False,normal
2026-08-23T12:28:48.655759,2026-09-06,DEL,CCU,DEL-CCU,IndiGo,6E 6517,2026-09-06 19:30,2026-09-06 21:45,8346,INR,Economy,0,SerpApi Google Flights,14.0,1,0.13157330414764773,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-08-26 04:30,2026-08-26 06:25,5311,INR,Economy,0,SerpApi Google Flights,3.0,1,0.13412024333499128,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,DEL,BOM-DEL,SpiceJet,SG 816,2026-08-25 15:55,2026-08-25 17:55,6722,INR,Economy,0,SerpApi Google Flights,,1,0.1344548443832268,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,IndiGo,6E 312,2026-08-30 09:15,2026-08-30 10:30,6326,INR,Economy,0,SerpApi Google Flights,7.0,1,0.1348437808540771,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,IndiGo,6E 484,2026-08-30 08:15,2026-08-30 09:30,6326,INR,Economy,0,SerpApi Google Flights,7.0,1,0.1348437808540771,False,normal
2026-08-23T12:28:48.655759,2026-09-06,BLR,BOM,BLR-BOM,Akasa Air,QP 1381,2026-09-06 04:50,2026-09-06 06:45,5073,INR,Economy,0,SerpApi Google Flights,14.0,1,0.13708384280503483,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,DEL,BOM-DEL,Air India Express,IX 1050,2026-08-25 14:45,2026-08-25 17:00,6724,INR,Economy,0,SerpApi Google Flights,,1,0.13976748782610382,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,CCU,DEL-CCU,Air India,AI 2727,2026-08-24 22:00,2026-08-25 00:20,8504,INR,Economy,0,SerpApi Google Flights,1.0,1,0.13995947171544504,False,normal
2026-08-23T12:28:48.655759,2026-09-06,BLR,BOM,BLR-BOM,Air India,AI 2858,2026-09-06 02:20,2026-09-06 04:10,5037,INR,Economy,0,SerpApi Google Flights,14.0,1,0.14018540285837033,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BOM,DEL,BOM-DEL,IndiGo,6E 6028,2026-08-26 12:15,2026-08-26 14:25,6457,INR,Economy,0,SerpApi Google Flights,3.0,1,0.14143373430950218,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,Akasa Air,QP 1801,2026-08-30 05:55,2026-08-30 08:15,8543,INR,Economy,0,SerpApi Google Flights,7.0,1,0.14157080537782407,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,HYD,DEL-HYD,Akasa Air,QP 1406,2026-08-24 14:10,2026-08-24 16:45,8684,INR,Economy,0,SerpApi Google Flights,1.0,1,0.14173548179275253,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,BOM,DEL-BOM,Air India,AI 2425,2026-08-24 10:30,2026-08-24 12:50,6582,INR,Economy,0,SerpApi Google Flights,1.0,1,0.1425294351555229,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,CCU,DEL-CCU,Akasa Air,QP 1801,2026-08-26 05:55,2026-08-26 08:15,7933,INR,Economy,0,SerpApi Google Flights,3.0,1,0.14363633497606132,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BLR,BOM,BLR-BOM,Akasa Air,QP 1132,2026-08-25 15:20,2026-08-25 17:15,8540,INR,Economy,0,SerpApi Google Flights,,1,0.14378522909606628,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,IndiGo,6E 5205,2026-08-30 03:45,2026-08-30 05:30,5299,INR,Economy,0,SerpApi Google Flights,7.0,1,0.1444069451324737,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,HYD,DEL-HYD,IndiGo,6E 6282,2026-08-24 13:30,2026-08-24 15:45,8295,INR,Economy,0,SerpApi Google Flights,1.0,1,0.1452364271380699,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,BOM,DEL-BOM,Air India Express,IX 1605,2026-08-26 06:00,2026-08-26 08:10,6610,INR,Economy,0,SerpApi Google Flights,3.0,1,0.14590305146884652,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,BOM,DEL-BOM,IndiGo,6E 320,2026-08-30 08:00,2026-08-30 10:20,6425,INR,Economy,0,SerpApi Google Flights,7.0,1,0.1459754176363658,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,BOM,DEL-BOM,IndiGo,6E 324,2026-08-25 13:00,2026-08-25 15:10,6425,INR,Economy,0,SerpApi Google Flights,,1,0.1459754176363658,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,Air India,AI 2498,2026-08-30 00:45,2026-08-30 02:50,5037,INR,Economy,0,SerpApi Google Flights,7.0,1,0.14765513276090814,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BOM,BLR,BOM-BLR,Air India,AI 2812,2026-08-26 02:05,2026-08-26 04:10,5152,INR,Economy,0,SerpApi Google Flights,3.0,1,0.14927904511820744,False,normal
2026-08-23T12:28:48.655759,2026-09-06,BOM,BLR,BOM-BLR,IndiGo,6E 5323,2026-09-06 01:10,2026-09-06 03:05,4996,INR,Economy,0,SerpApi Google Flights,14.0,1,0.15039569624018828,False,normal
2026-08-23T12:28:48.655759,2026-09-06,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-09-06 04:30,2026-09-06 06:25,4996,INR,Economy,0,SerpApi Google Flights,14.0,1,0.15039569624018828,False,normal
2026-08-23T12:22:22.818116,2026-08-24,BOM,DEL,BOM-DEL,Air India,AI 2677,2026-08-24 13:00,2026-08-24 15:15,6614,INR,Economy,0,SerpApi Google Flights,1.0,1,0.15250336024188,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,SpiceJet,SG 369,2026-08-30 00:45,2026-08-30 02:35,6000,INR,Economy,0,SerpApi Google Flights,7.0,1,0.15334165685435713,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BOM,DEL,BOM-DEL,Air India,AI 2419,2026-08-26 12:00,2026-08-26 14:20,6614,INR,Economy,0,SerpApi Google Flights,3.0,1,0.15394924599421722,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,CCU,DEL-CCU,Akasa Air,QP 1801,2026-08-25 05:55,2026-08-25 08:15,7933,INR,Economy,0,SerpApi Google Flights,,1,0.15397191305397218,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,BOM,DEL-BOM,Air India,AI 2963,2026-08-26 09:00,2026-08-26 11:15,6582,INR,Economy,0,SerpApi Google Flights,3.0,1,0.1630421484369956,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,CCU,DEL-CCU,Air India,AI 1704,2026-08-26 13:00,2026-08-26 15:20,8504,INR,Economy,0,SerpApi Google Flights,3.0,1,0.16420338073313073,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,CCU,DEL-CCU,IndiGo,6E 247,2026-08-24 23:30,2026-08-25 01:45,8346,INR,Economy,0,SerpApi Google Flights,1.0,1,0.1656110588936967,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,IndiGo,6E 6827,2026-08-30 11:30,2026-08-30 13:45,6457,INR,Economy,0,SerpApi Google Flights,7.0,1,0.16852635664171545,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,IndiGo,6E 615,2026-08-30 13:00,2026-08-30 15:15,6457,INR,Economy,0,SerpApi Google Flights,7.0,1,0.16852635664171545,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,DEL,BOM-DEL,IndiGo,6E 6028,2026-08-25 12:15,2026-08-25 14:25,6457,INR,Economy,0,SerpApi Google Flights,,1,0.16852635664171545,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BOM,HYD,BOM-HYD,IndiGo,6E 6187,2026-08-26 00:30,2026-08-26 02:10,5645,INR,Economy,0,SerpApi Google Flights,3.0,1,0.16875655296297276,False,normal
2026-08-23T12:25:27.237547,2026-08-26,BOM,HYD,BOM-HYD,IndiGo,6E 6195,2026-08-26 23:00,2026-08-27 00:35,5645,INR,Economy,0,SerpApi Google Flights,3.0,1,0.16875655296297276,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,Akasa Air,QP 1528,2026-08-30 10:20,2026-08-30 12:10,7932,INR,Economy,0,SerpApi Google Flights,7.0,1,0.17614142194211696,False,normal
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,IndiGo,6E 882,2026-09-06 23:15,2026-09-07 01:30,8295,INR,Economy,0,SerpApi Google Flights,14.0,1,0.17857359339217133,False,normal
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,IndiGo,6E 884,2026-09-06 11:45,2026-09-06 14:00,8295,INR,Economy,0,SerpApi Google Flights,14.0,1,0.17857359339217133,False,normal
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,IndiGo,6E 6601,2026-09-06 19:45,2026-09-06 22:05,8295,INR,Economy,0,SerpApi Google Flights,14.0,1,0.17857359339217133,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,BLR,BOM-BLR,IndiGo,6E 5323,2026-08-25 01:10,2026-08-25 03:05,5311,INR,Economy,0,SerpApi Google Flights,,1,0.1794925753536732,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,HYD,DEL-HYD,Akasa Air,QP 1406,2026-08-26 14:10,2026-08-26 16:45,8684,INR,Economy,0,SerpApi Google Flights,3.0,1,0.17979239867316638,False,normal
2026-08-23T12:22:22.818116,2026-08-24,DEL,HYD,DEL-HYD,Air India,AI 2721,2026-08-24 19:30,2026-08-24 21:50,8451,INR,Economy,0,SerpApi Google Flights,1.0,1,0.18102793971206954,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,BOM,DEL-BOM,Air India Express,IX 1605,2026-08-30 06:00,2026-08-30 08:10,6610,INR,Economy,0,SerpApi Google Flights,7.0,1,0.1827638919913127,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,BOM,DEL-BOM,Air India Express,IX 1605,2026-08-25 06:00,2026-08-25 08:10,6610,INR,Economy,0,SerpApi Google Flights,,1,0.1827638919913127,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,Air India,AI 2419,2026-08-30 12:00,2026-08-30 14:20,6614,INR,Economy,0,SerpApi Google Flights,7.0,1,0.18310140006632925,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,DEL,BOM-DEL,Air India,AI 2677,2026-08-25 13:00,2026-08-25 15:15,6614,INR,Economy,0,SerpApi Google Flights,,1,0.18310140006632925,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BLR,BOM,BLR-BOM,IndiGo,6E 5069,2026-08-25 11:30,2026-08-25 13:20,7487,INR,Economy,0,SerpApi Google Flights,,1,0.18327932200968972,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,CCU,DEL-CCU,IndiGo,6E 897,2026-08-26 12:45,2026-08-26 15:05,8346,INR,Economy,0,SerpApi Google Flights,3.0,1,0.18989811521883604,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,HYD,DEL-HYD,Akasa Air,QP 1406,2026-08-25 14:10,2026-08-25 16:45,8684,INR,Economy,0,SerpApi Google Flights,,1,0.19352782263036405,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BLR,BOM,BLR-BOM,IndiGo,6E 5218,2026-08-25 13:00,2026-08-25 14:50,7172,INR,Economy,0,SerpApi Google Flights,,1,0.1955620391359194,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BLR,BOM,BLR-BOM,IndiGo,6E 5351,2026-08-25 14:20,2026-08-25 16:05,7172,INR,Economy,0,SerpApi Google Flights,,1,0.1955620391359194,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,HYD,DEL-HYD,IndiGo,6E 6282,2026-08-26 13:30,2026-08-26 15:45,8295,INR,Economy,0,SerpApi Google Flights,3.0,1,0.19772485320299543,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,BOM,DEL-BOM,Air India,AI 1785,2026-08-25 12:00,2026-08-25 14:25,6582,INR,Economy,0,SerpApi Google Flights,,1,0.20006680221413364,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,BOM,DEL-BOM,Air India,AI 2678,2026-08-30 08:30,2026-08-30 10:45,6582,INR,Economy,0,SerpApi Google Flights,7.0,1,0.20006680221413364,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,HYD,BOM-HYD,IndiGo,6E 6187,2026-08-25 00:30,2026-08-25 02:10,5645,INR,Economy,0,SerpApi Google Flights,,1,0.2011490985493597,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,IndiGo,6E 6195,2026-08-30 23:00,2026-08-31 00:35,5645,INR,Economy,0,SerpApi Google Flights,7.0,1,0.2011490985493597,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,IndiGo,6E 6187,2026-08-30 00:30,2026-08-30 02:10,5645,INR,Economy,0,SerpApi Google Flights,7.0,1,0.2011490985493597,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,IndiGo,6E 5326,2026-08-30 19:40,2026-08-30 21:20,5645,INR,Economy,0,SerpApi Google Flights,7.0,1,0.2011490985493597,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,BLR,BOM-BLR,IndiGo,6E 5323,2026-08-30 01:10,2026-08-30 03:05,4996,INR,Economy,0,SerpApi Google Flights,7.0,1,0.20214011873046045,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-08-25 04:30,2026-08-25 06:25,4996,INR,Economy,0,SerpApi Google Flights,,1,0.20214011873046045,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-08-30 04:30,2026-08-30 06:25,4996,INR,Economy,0,SerpApi Google Flights,7.0,1,0.20214011873046045,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,Air India,AI 2727,2026-08-30 22:00,2026-08-31 00:20,8504,INR,Economy,0,SerpApi Google Flights,7.0,1,0.21146320782069072,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,CCU,DEL-CCU,Air India,AI 1704,2026-08-25 13:00,2026-08-25 15:20,8504,INR,Economy,0,SerpApi Google Flights,,1,0.21146320782069072,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,HYD,DEL-HYD,IndiGo,6E 6282,2026-08-25 13:30,2026-08-25 15:45,8295,INR,Economy,0,SerpApi Google Flights,,1,0.21294361785926186,False,normal
2026-08-23T12:25:27.237547,2026-08-26,DEL,HYD,DEL-HYD,Air India,AI 2721,2026-08-26 19:30,2026-08-26 21:50,8451,INR,Economy,0,SerpApi Google Flights,3.0,1,0.21585302869584289,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,HYD,DEL-HYD,Air India,AI 2577,2026-08-30 02:00,2026-08-30 04:20,8451,INR,Economy,0,SerpApi Google Flights,7.0,1,0.23628722281853026,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,HYD,DEL-HYD,Air India,AI 2899,2026-08-25 12:30,2026-08-25 14:45,8451,INR,Economy,0,SerpApi Google Flights,,1,0.23628722281853026,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,BLR,BOM-BLR,Air India,AI 2812,2026-08-25 02:05,2026-08-25 04:10,5152,INR,Economy,0,SerpApi Google Flights,,1,0.23648872635814044,False,normal
2026-08-23T12:00:57.942656,2026-08-25,BOM,BLR,BOM-BLR,Air India,AI 2845,2026-08-25 05:30,2026-08-25 07:35,5152,INR,Economy,0,SerpApi Google Flights,,1,0.23648872635814044,False,normal
2026-08-23T12:27:46.629867,2026-08-30,BOM,BLR,BOM-BLR,Air India,AI 2812,2026-08-30 02:05,2026-08-30 04:10,5152,INR,Economy,0,SerpApi Google Flights,7.0,1,0.23648872635814044,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,IndiGo,6E 389,2026-08-30 21:50,2026-08-31 00:05,8346,INR,Economy,0,SerpApi Google Flights,7.0,1,0.23797368437841865,False,normal
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,IndiGo,6E 247,2026-08-30 23:30,2026-08-31 01:45,8346,INR,Economy,0,SerpApi Google Flights,7.0,1,0.23797368437841865,False,normal
2026-08-23T12:00:57.942656,2026-08-25,DEL,CCU,DEL-CCU,IndiGo,6E 897,2026-08-25 12:45,2026-08-25 15:05,8346,INR,Economy,0,SerpApi Google Flights,,1,0.23797368437841865,False,normal
