collected_at,departure_date,origin,destination,route,airline,flight_number,departure_time,arrival_time,price,currency,travel_class,stops,source,days_to_departure
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,IndiGo,6E 6178,2026-08-30 06:25,2026-08-30 07:35,4323,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,Air India Express,IX 2018,2026-08-30 06:00,2026-08-30 07:25,4508,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,Air India Express,IX 2935,2026-08-30 08:55,2026-08-30 10:20,6091,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,IndiGo,6E 484,2026-08-30 08:15,2026-08-30 09:30,6326,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,HYD,BLR-HYD,IndiGo,6E 312,2026-08-30 09:15,2026-08-30 10:30,6326,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,BOM,DEL-BOM,IndiGo,6E 6328,2026-09-06 10:15,2026-09-06 12:35,6425,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,BOM,DEL-BOM,Air India,AI 2425,2026-09-06 10:30,2026-09-06 12:50,6582,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,BOM,DEL-BOM,Akasa Air,QP 1836,2026-09-06 12:30,2026-09-06 14:50,6880,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,BLR,DEL-BLR,Air India,AI 2757,2026-09-06 00:15,2026-09-06 03:10,9270,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,BLR,DEL-BLR,IndiGo,6E 2314,2026-09-06 05:45,2026-09-06 08:40,9518,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,BLR,DEL-BLR,Akasa Air,QP 1308,2026-09-06 20:55,2026-09-06 23:50,11638,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,IndiGo,6E 884,2026-09-06 11:45,2026-09-06 14:00,8295,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,IndiGo,6E 6601,2026-09-06 19:45,2026-09-06 22:05,8295,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,IndiGo,6E 882,2026-09-06 23:15,2026-09-07 01:30,8295,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,HYD,DEL-HYD,Air India,AI 1706,2026-09-06 23:00,2026-09-07 01:20,8451,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,CCU,DEL-CCU,IndiGo,6E 6378,2026-09-06 14:40,2026-09-06 19:20,7102,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,CCU,DEL-CCU,Akasa Air,QP 1801,2026-09-06 05:55,2026-09-06 08:15,7933,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,DEL,CCU,DEL-CCU,IndiGo,6E 6517,2026-09-06 19:30,2026-09-06 21:45,8346,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,BLR,BOM-BLR,IndiGo,6E 5323,2026-09-06 01:10,2026-09-06 03:05,4996,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-09-06 04:30,2026-09-06 06:25,4996,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,BLR,BOM-BLR,Air India,AI 2410,2026-09-06 05:30,2026-09-06 07:35,5152,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,BLR,BOM-BLR,Akasa Air,QP 1133,2026-09-06 20:05,2026-09-06 21:45,8671,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,HYD,BOM-HYD,IndiGo,6E 5193,2026-09-06 08:05,2026-09-06 12:50,5524,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,HYD,BOM-HYD,IndiGo,6E 5326,2026-09-06 19:40,2026-09-06 21:20,5645,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,HYD,BOM-HYD,Air India,AI 2444,2026-09-06 10:50,2026-09-06 12:25,6113,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,DEL,BOM-DEL,IndiGo,6E 6028,2026-09-06 12:15,2026-09-06 14:25,6457,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,DEL,BOM-DEL,Air India,AI 2430,2026-09-06 10:00,2026-09-06 12:20,6614,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BOM,DEL,BOM-DEL,Akasa Air,QP 1127,2026-09-06 13:00,2026-09-06 15:20,6912,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,DEL,BLR-DEL,IndiGo,6E 2313,2026-09-06 23:30,2026-09-07 02:20,8554,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,DEL,BLR-DEL,Air India,AI 2868,2026-09-06 09:00,2026-09-06 12:00,8710,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,DEL,BLR-DEL,Air India,AI 2488,2026-09-06 22:30,2026-09-07 01:25,8710,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,BOM,BLR-BOM,IndiGo,6E 5089,2026-09-06 05:30,2026-09-06 07:15,4459,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,BOM,BLR-BOM,SpiceJet,SG 369,2026-09-06 00:45,2026-09-06 02:35,4844,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,BOM,BLR-BOM,Air India,AI 2858,2026-09-06 02:20,2026-09-06 04:10,5037,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,BOM,BLR-BOM,Akasa Air,QP 1381,2026-09-06 04:50,2026-09-06 06:45,5073,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,HYD,BLR-HYD,IndiGo,6E 6178,2026-09-06 06:25,2026-09-06 07:35,4323,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,HYD,BLR-HYD,IndiGo,6E 484,2026-09-06 08:15,2026-09-06 09:30,4323,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,HYD,BLR-HYD,IndiGo,6E 312,2026-09-06 09:15,2026-09-06 10:30,4323,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:28:48.655759,2026-09-06,BLR,HYD,BLR-HYD,Air India Express,IX 2018,2026-09-06 06:05,2026-09-06 07:25,4476,INR,Economy,0,SerpApi Google Flights,14.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BOM,DEL-BOM,IndiGo,6E 6047,2026-09-22 11:00,2026-09-22 13:15,6425,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BOM,DEL-BOM,IndiGo,6E 6676,2026-09-22 12:00,2026-09-22 14:15,6425,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BOM,DEL-BOM,IndiGo,6E 324,2026-09-22 13:00,2026-09-22 15:10,6425,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BOM,DEL-BOM,Air India,AI 2963,2026-09-22 09:00,2026-09-22 11:15,6582,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BLR,DEL-BLR,IndiGo,6E 828,2026-09-22 14:30,2026-09-22 17:25,8576,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BLR,DEL-BLR,IndiGo,6E 880,2026-09-22 15:45,2026-09-22 18:40,8576,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BLR,DEL-BLR,IndiGo,6E 837,2026-09-22 17:00,2026-09-22 19:55,8576,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BLR,DEL-BLR,IndiGo,6E 811,2026-09-22 18:20,2026-09-22 21:10,8576,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,BLR,DEL-BLR,Air India,AI 2819,2026-09-22 15:00,2026-09-22 17:55,8735,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,HYD,DEL-HYD,IndiGo,6E 6282,2026-09-22 13:30,2026-09-22 15:45,8295,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,HYD,DEL-HYD,IndiGo,6E 6217,2026-09-22 16:15,2026-09-22 18:30,8295,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,HYD,DEL-HYD,Akasa Air,QP 1409,2026-09-22 20:40,2026-09-22 23:10,8374,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,CCU,DEL-CCU,SpiceJet,SG 905,2026-09-22 20:10,2026-09-22 22:30,7500,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,CCU,DEL-CCU,Akasa Air,QP 1803,2026-09-22 17:05,2026-09-22 19:25,8231,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,DEL,CCU,DEL-CCU,IndiGo,6E 894,2026-09-22 10:15,2026-09-22 12:30,8346,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-09-22 04:30,2026-09-22 06:25,4996,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,BLR,BOM-BLR,Air India,AI 2812,2026-09-22 02:05,2026-09-22 04:10,5152,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,BLR,BOM-BLR,Akasa Air,QP 1133,2026-09-22 20:05,2026-09-22 21:45,5451,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,HYD,BOM-HYD,IndiGo,6E 5326,2026-09-22 19:40,2026-09-22 21:20,5645,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,HYD,BOM-HYD,IndiGo,6E 6195,2026-09-22 23:00,2026-09-23 00:35,5645,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,HYD,BOM-HYD,Air India,AI 2875,2026-09-22 19:35,2026-09-22 21:05,5803,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,DEL,BOM-DEL,IndiGo,6E 6028,2026-09-22 12:15,2026-09-22 14:25,6457,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,DEL,BOM-DEL,Air India,AI 2677,2026-09-22 13:00,2026-09-22 15:15,6614,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,DEL,BOM-DEL,SpiceJet,SG 816,2026-09-22 15:55,2026-09-22 17:55,6668,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BOM,DEL,BOM-DEL,Akasa Air,QP 1127,2026-09-22 13:00,2026-09-22 15:20,6912,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,DEL,BLR-DEL,IndiGo,6E 6034,2026-09-22 18:15,2026-09-22 21:05,8554,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,DEL,BLR-DEL,Air India,AI 2486,2026-09-22 14:00,2026-09-22 16:45,8710,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,DEL,BLR-DEL,Air India Express,IX 1040,2026-09-22 14:40,2026-09-22 17:30,8740,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,BOM,BLR-BOM,IndiGo,6E 5293,2026-09-22 01:00,2026-09-22 02:50,4459,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,BOM,BLR-BOM,Air India,AI 2858,2026-09-22 02:20,2026-09-22 04:10,4617,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,BOM,BLR-BOM,Akasa Air,QP 1383,2026-09-22 05:25,2026-09-22 07:10,5073,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,HYD,BLR-HYD,IndiGo,6E 312,2026-09-22 09:15,2026-09-22 10:30,4323,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,HYD,BLR-HYD,IndiGo,6E 537,2026-09-22 10:15,2026-09-22 11:30,4323,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,HYD,BLR-HYD,IndiGo,6E 6404,2026-09-22 11:35,2026-09-22 12:50,4323,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,HYD,BLR-HYD,IndiGo,6E 6067,2026-09-22 16:30,2026-09-22 17:45,4323,INR,Economy,0,SerpApi Google Flights,30.0
2026-08-23T12:34:17.472825,2026-09-22,BLR,HYD,BLR-HYD,IndiGo,6E 638,2026-09-22 18:35,2026-09-22 19:45,4323,INR,Economy,0,SerpApi Google Flights,30.0
