collected_at,departure_date,origin,destination,airline,flight_number,departure_time,arrival_time,price,currency,travel_class,stops,source,collection_date,collection_time,flight_date,route,days_to_departure,departure_day,departure_hour,arrival_hour,is_weekend,log_price
2026-08-25 00:08:42.585913,2026-08-25,BOM,BLR,Akasa Air,QP 1516,2026-08-25 00:40:00,2026-08-25 02:35:00,6339,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.585913,2026-08-25,BOM-BLR,0,Tuesday,0,2,False,8.754634047431272
2026-08-25 00:08:42.590765,2026-08-24,BOM,BLR,Air India,AI 2497,2026-08-24 22:10:00,2026-08-25 00:05:00,6801,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.590765,2026-08-24,BOM-BLR,-1,Monday,22,0,False,8.82497196556714
2026-08-25 00:08:42.590771,2026-08-24,BOM,BLR,IndiGo,6E 5388,2026-08-24 22:20:00,2026-08-25 00:20:00,6809,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.590771,2026-08-24,BOM-BLR,-1,Monday,22,0,False,8.826147399143558
2026-08-25 00:08:42.590773,2026-08-24,BOM,BLR,Akasa Air,QP 1384,2026-08-24 23:15:00,2026-08-25 01:00:00,7401,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.590773,2026-08-24,BOM-BLR,-1,Monday,23,1,False,8.909505512946101
2026-08-25 00:08:42.607240,2026-09-06,BOM,BLR,Akasa Air,QP 1133,2026-09-06 20:05:00,2026-09-06 21:45:00,8671,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.607240,2026-09-06,BOM-BLR,12,Sunday,20,21,True,9.067854723679428
2026-08-25 00:08:42.597502,2026-08-26,BOM,DEL,Air India Express,IX 1050,2026-08-26 14:45:00,2026-08-26 17:00:00,6390,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.597502,2026-08-26,BOM-DEL,1,Wednesday,14,17,False,8.762646029650282
2026-08-25 00:08:42.583207,2026-08-25,BOM,DEL,IndiGo,6E 6028,2026-08-25 12:15:00,2026-08-25 14:25:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.583207,2026-08-25,BOM-DEL,0,Tuesday,12,14,False,8.77307495131822
2026-08-25 00:08:42.586396,2026-08-25,BOM,DEL,IndiGo,6E 6028,2026-08-25 12:15:00,2026-08-25 14:25:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.586396,2026-08-25,BOM-DEL,0,Tuesday,12,14,False,8.77307495131822
2026-08-25 00:08:42.591303,2026-08-24,BOM,DEL,IndiGo,6E 6028,2026-08-24 12:15:00,2026-08-24 14:25:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591303,2026-08-24,BOM-DEL,-1,Monday,12,14,False,8.77307495131822
2026-08-25 00:08:42.597570,2026-08-26,BOM,DEL,IndiGo,6E 6028,2026-08-26 12:15:00,2026-08-26 14:25:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.597570,2026-08-26,BOM-DEL,1,Wednesday,12,14,False,8.77307495131822
2026-08-25 00:08:42.603569,2026-08-30,BOM,DEL,IndiGo,6E 6827,2026-08-30 11:30:00,2026-08-30 13:45:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603569,2026-08-30,BOM-DEL,5,Sunday,11,13,True,8.77307495131822
2026-08-25 00:08:42.603573,2026-08-30,BOM,DEL,IndiGo,6E 615,2026-08-30 13:00:00,2026-08-30 15:15:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603573,2026-08-30,BOM-DEL,5,Sunday,13,15,True,8.77307495131822
2026-08-25 00:08:42.607837,2026-09-06,BOM,DEL,IndiGo,6E 6028,2026-09-06 12:15:00,2026-09-06 14:25:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.607837,2026-09-06,BOM-DEL,12,Sunday,12,14,True,8.77307495131822
2026-08-25 00:08:42.614096,2026-09-22,BOM,DEL,IndiGo,6E 6028,2026-09-22 12:15:00,2026-09-22 14:25:00,6457,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.614096,2026-09-22,BOM-DEL,28,Tuesday,12,14,False,8.77307495131822
2026-08-25 00:08:42.583210,2026-08-25,BOM,DEL,Air India,AI 2677,2026-08-25 13:00:00,2026-08-25 15:15:00,6614,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.583210,2026-08-25,BOM-DEL,0,Tuesday,13,15,False,8.797095076549056
2026-08-25 00:08:42.586399,2026-08-25,BOM,DEL,Air India,AI 2677,2026-08-25 13:00:00,2026-08-25 15:15:00,6614,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.586399,2026-08-25,BOM-DEL,0,Tuesday,13,15,False,8.797095076549056
2026-08-25 00:08:42.591309,2026-08-24,BOM,DEL,Air India,AI 2677,2026-08-24 13:00:00,2026-08-24 15:15:00,6614,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591309,2026-08-24,BOM-DEL,-1,Monday,13,15,False,8.797095076549056
2026-08-25 00:08:42.597577,2026-08-26,BOM,DEL,Air India,AI 2419,2026-08-26 12:00:00,2026-08-26 14:20:00,6614,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.597577,2026-08-26,BOM-DEL,1,Wednesday,12,14,False,8.797095076549056
2026-08-25 00:08:42.603575,2026-08-30,BOM,DEL,Air India,AI 2419,2026-08-30 12:00:00,2026-08-30 14:20:00,6614,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603575,2026-08-30,BOM-DEL,5,Sunday,12,14,True,8.797095076549056
2026-08-25 00:08:42.607842,2026-09-06,BOM,DEL,Air India,AI 2430,2026-09-06 10:00:00,2026-09-06 12:20:00,6614,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.607842,2026-09-06,BOM-DEL,12,Sunday,10,12,True,8.797095076549056
2026-08-25 00:08:42.614139,2026-09-22,BOM,DEL,Air India,AI 2677,2026-09-22 13:00:00,2026-09-22 15:15:00,6614,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.614139,2026-09-22,BOM-DEL,28,Tuesday,13,15,False,8.797095076549056
2026-08-25 00:08:42.591311,2026-08-24,BOM,DEL,SpiceJet,SG 803,2026-08-24 01:50:00,2026-08-24 04:10:00,6616,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591311,2026-08-24,BOM-DEL,-1,Monday,1,4,False,8.797397374012059
2026-08-25 00:08:42.614149,2026-09-22,BOM,DEL,SpiceJet,SG 816,2026-09-22 15:55:00,2026-09-22 17:55:00,6668,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.614149,2026-09-22,BOM-DEL,28,Tuesday,15,17,False,8.805225202632306
2026-08-25 00:08:42.583212,2026-08-25,BOM,DEL,SpiceJet,SG 816,2026-08-25 15:55:00,2026-08-25 17:55:00,6722,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.583212,2026-08-25,BOM-DEL,0,Tuesday,15,17,False,8.813289762469037
2026-08-25 00:08:42.586401,2026-08-25,BOM,DEL,SpiceJet,SG 816,2026-08-25 15:55:00,2026-08-25 17:55:00,6722,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.586401,2026-08-25,BOM-DEL,0,Tuesday,15,17,False,8.813289762469037
2026-08-25 00:08:42.583213,2026-08-25,BOM,DEL,Air India Express,IX 1050,2026-08-25 14:45:00,2026-08-25 17:00:00,6724,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.583213,2026-08-25,BOM-DEL,0,Tuesday,14,17,False,8.81358720447004
2026-08-25 00:08:42.586403,2026-08-25,BOM,DEL,Air India Express,IX 1050,2026-08-25 14:45:00,2026-08-25 17:00:00,6724,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.586403,2026-08-25,BOM-DEL,0,Tuesday,14,17,False,8.81358720447004
2026-08-25 00:08:42.591313,2026-08-24,BOM,DEL,Air India Express,IX 1050,2026-08-24 14:45:00,2026-08-24 17:00:00,6724,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591313,2026-08-24,BOM-DEL,-1,Monday,14,17,False,8.81358720447004
2026-08-25 00:08:42.583215,2026-08-25,BOM,DEL,Akasa Air,QP 1819,2026-08-25 14:30:00,2026-08-25 16:50:00,6912,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.583215,2026-08-25,BOM-DEL,0,Tuesday,14,16,False,8.841158975945264
2026-08-25 00:08:42.586405,2026-08-25,BOM,DEL,Akasa Air,QP 1819,2026-08-25 14:30:00,2026-08-25 16:50:00,6912,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.586405,2026-08-25,BOM-DEL,0,Tuesday,14,16,False,8.841158975945264
2026-08-25 00:08:42.591314,2026-08-24,BOM,DEL,Akasa Air,QP 1819,2026-08-24 14:30:00,2026-08-24 16:50:00,6912,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591314,2026-08-24,BOM-DEL,-1,Monday,14,16,False,8.841158975945264
2026-08-25 00:08:42.597579,2026-08-26,BOM,DEL,Akasa Air,QP 1819,2026-08-26 14:30:00,2026-08-26 16:50:00,6912,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.597579,2026-08-26,BOM-DEL,1,Wednesday,14,16,False,8.841158975945264
2026-08-25 00:08:42.603577,2026-08-30,BOM,DEL,Akasa Air,QP 1111,2026-08-30 05:25:00,2026-08-30 07:50:00,6912,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603577,2026-08-30,BOM-DEL,5,Sunday,5,7,True,8.841158975945264
2026-08-25 00:08:42.607844,2026-09-06,BOM,DEL,Akasa Air,QP 1127,2026-09-06 13:00:00,2026-09-06 15:20:00,6912,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.607844,2026-09-06,BOM-DEL,12,Sunday,13,15,True,8.841158975945264
2026-08-25 00:08:42.614154,2026-09-22,BOM,DEL,Akasa Air,QP 1127,2026-09-22 13:00:00,2026-09-22 15:20:00,6912,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.614154,2026-09-22,BOM-DEL,28,Tuesday,13,15,False,8.841158975945264
2026-08-25 00:08:42.608206,2026-09-06,BOM,HYD,IndiGo,6E 5193,2026-09-06 08:05:00,2026-09-06 12:50:00,5524,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.608206,2026-09-06,BOM-HYD,12,Sunday,8,12,True,8.617038526385954
2026-08-25 00:08:42.582797,2026-08-25,BOM,HYD,IndiGo,6E 6187,2026-08-25 00:30:00,2026-08-25 02:10:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582797,2026-08-25,BOM-HYD,0,Tuesday,0,2,False,8.638702608813434
2026-08-25 00:08:42.587054,2026-08-25,BOM,HYD,IndiGo,6E 6187,2026-08-25 00:30:00,2026-08-25 02:10:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587054,2026-08-25,BOM-HYD,0,Tuesday,0,2,False,8.638702608813434
2026-08-25 00:08:42.591770,2026-08-24,BOM,HYD,IndiGo,6E 6187,2026-08-24 00:30:00,2026-08-24 02:10:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591770,2026-08-24,BOM-HYD,-1,Monday,0,2,False,8.638702608813434
2026-08-25 00:08:42.598971,2026-08-26,BOM,HYD,IndiGo,6E 6187,2026-08-26 00:30:00,2026-08-26 02:10:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.598971,2026-08-26,BOM-HYD,1,Wednesday,0,2,False,8.638702608813434
2026-08-25 00:08:42.598983,2026-08-26,BOM,HYD,IndiGo,6E 6195,2026-08-26 23:00:00,2026-08-27 00:35:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.598983,2026-08-26,BOM-HYD,1,Wednesday,23,0,False,8.638702608813434
2026-08-25 00:08:42.603868,2026-08-30,BOM,HYD,IndiGo,6E 6187,2026-08-30 00:30:00,2026-08-30 02:10:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603868,2026-08-30,BOM-HYD,5,Sunday,0,2,True,8.638702608813434
2026-08-25 00:08:42.603872,2026-08-30,BOM,HYD,IndiGo,6E 5326,2026-08-30 19:40:00,2026-08-30 21:20:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603872,2026-08-30,BOM-HYD,5,Sunday,19,21,True,8.638702608813434
2026-08-25 00:08:42.603874,2026-08-30,BOM,HYD,IndiGo,6E 6195,2026-08-30 23:00:00,2026-08-31 00:35:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603874,2026-08-30,BOM-HYD,5,Sunday,23,0,True,8.638702608813434
2026-08-25 00:08:42.608210,2026-09-06,BOM,HYD,IndiGo,6E 5326,2026-09-06 19:40:00,2026-09-06 21:20:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.608210,2026-09-06,BOM-HYD,12,Sunday,19,21,True,8.638702608813434
2026-08-25 00:08:42.615209,2026-09-22,BOM,HYD,IndiGo,6E 5326,2026-09-22 19:40:00,2026-09-22 21:20:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615209,2026-09-22,BOM-HYD,28,Tuesday,19,21,False,8.638702608813434
2026-08-25 00:08:42.615220,2026-09-22,BOM,HYD,IndiGo,6E 6195,2026-09-22 23:00:00,2026-09-23 00:35:00,5645,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615220,2026-09-22,BOM-HYD,28,Tuesday,23,0,False,8.638702608813434
2026-08-25 00:08:42.591775,2026-08-24,BOM,HYD,Air India,AI 2869,2026-08-24 21:25:00,2026-08-24 23:05:00,5803,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591775,2026-08-24,BOM-HYD,-1,Monday,21,23,False,8.666302614004078
2026-08-25 00:08:42.598985,2026-08-26,BOM,HYD,Air India,AI 2869,2026-08-26 21:25:00,2026-08-26 23:05:00,5803,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.598985,2026-08-26,BOM-HYD,1,Wednesday,21,23,False,8.666302614004078
2026-08-25 00:08:42.615222,2026-09-22,BOM,HYD,Air India,AI 2875,2026-09-22 19:35:00,2026-09-22 21:05:00,5803,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615222,2026-09-22,BOM-HYD,28,Tuesday,19,21,False,8.666302614004078
2026-08-25 00:08:42.591777,2026-08-24,BOM,HYD,IndiGo,6E 230,2026-08-24 13:55:00,2026-08-24 17:50:00,5945,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.591777,2026-08-24,BOM-HYD,-1,Monday,13,17,False,8.690474003558043
2026-08-25 00:08:42.598989,2026-08-26,BOM,HYD,IndiGo,6E 5386,2026-08-26 15:10:00,2026-08-26 16:45:00,5960,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.598989,2026-08-26,BOM-HYD,1,Wednesday,15,16,False,8.692993531219926
2026-08-25 00:08:42.603876,2026-08-30,BOM,HYD,Air India,AI 2450,2026-08-30 20:25:00,2026-08-30 22:00:00,6113,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.603876,2026-08-30,BOM-HYD,5,Sunday,20,22,True,8.71833650245078
2026-08-25 00:08:42.608213,2026-09-06,BOM,HYD,Air India,AI 2444,2026-09-06 10:50:00,2026-09-06 12:25:00,6113,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.608213,2026-09-06,BOM-HYD,12,Sunday,10,12,True,8.71833650245078
2026-08-25 00:08:42.587073,2026-08-25,BOM,HYD,IndiGo,6E 6195,2026-08-25 23:00:00,2026-08-26 00:35:00,6275,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587073,2026-08-25,BOM-HYD,0,Tuesday,23,0,False,8.744488113852924
2026-08-25 00:08:42.582800,2026-08-25,BOM,HYD,Air India,AI 2869,2026-08-25 21:25:00,2026-08-25 23:05:00,6480,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582800,2026-08-25,BOM-HYD,0,Tuesday,21,23,False,8.776630098427717
2026-08-25 00:08:42.587080,2026-08-25,BOM,HYD,Air India,AI 2869,2026-08-25 21:25:00,2026-08-25 23:05:00,6480,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587080,2026-08-25,BOM-HYD,0,Tuesday,21,23,False,8.776630098427717
2026-08-25 00:08:42.582802,2026-08-25,BOM,HYD,IndiGo,6E 5178,2026-08-25 11:40:00,2026-08-25 13:20:00,6695,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.582802,2026-08-25,BOM-HYD,0,Tuesday,11,13,False,8.80926561216931
2026-08-25 00:08:42.581721,2026-08-25,DEL,BLR,IndiGo,6E 846,2026-08-25 22:00:00,2026-08-26 00:55:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.581721,2026-08-25,DEL-BLR,0,Tuesday,22,0,False,9.056839480990421
2026-08-25 00:08:42.587491,2026-08-25,DEL,BLR,IndiGo,6E 846,2026-08-25 22:00:00,2026-08-26 00:55:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587491,2026-08-25,DEL-BLR,0,Tuesday,22,0,False,9.056839480990421
2026-08-25 00:08:42.592196,2026-08-24,DEL,BLR,IndiGo,6E 846,2026-08-24 22:00:00,2026-08-25 00:55:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.592196,2026-08-24,DEL-BLR,-1,Monday,22,0,False,9.056839480990421
2026-08-25 00:08:42.599529,2026-08-26,DEL,BLR,IndiGo,6E 846,2026-08-26 22:00:00,2026-08-27 00:55:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.599529,2026-08-26,DEL-BLR,1,Wednesday,22,0,False,9.056839480990421
2026-08-25 00:08:42.615781,2026-09-22,DEL,BLR,IndiGo,6E 828,2026-09-22 14:30:00,2026-09-22 17:25:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615781,2026-09-22,DEL-BLR,28,Tuesday,14,17,False,9.056839480990421
2026-08-25 00:08:42.615789,2026-09-22,DEL,BLR,IndiGo,6E 880,2026-09-22 15:45:00,2026-09-22 18:40:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615789,2026-09-22,DEL-BLR,28,Tuesday,15,18,False,9.056839480990421
2026-08-25 00:08:42.615791,2026-09-22,DEL,BLR,IndiGo,6E 837,2026-09-22 17:00:00,2026-09-22 19:55:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615791,2026-09-22,DEL-BLR,28,Tuesday,17,19,False,9.056839480990421
2026-08-25 00:08:42.615793,2026-09-22,DEL,BLR,IndiGo,6E 811,2026-09-22 18:20:00,2026-09-22 21:10:00,8576,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615793,2026-09-22,DEL-BLR,28,Tuesday,18,21,False,9.056839480990421
2026-08-25 00:08:42.581726,2026-08-25,DEL,BLR,Air India,AI 2412,2026-08-25 21:30:00,2026-08-26 00:25:00,8735,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.581726,2026-08-25,DEL-BLR,0,Tuesday,21,0,False,9.075207697984686
2026-08-25 00:08:42.587496,2026-08-25,DEL,BLR,Air India,AI 2412,2026-08-25 21:30:00,2026-08-26 00:25:00,8735,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587496,2026-08-25,DEL-BLR,0,Tuesday,21,0,False,9.075207697984686
2026-08-25 00:08:42.592202,2026-08-24,DEL,BLR,Air India,AI 2512,2026-08-24 19:00:00,2026-08-24 21:55:00,8735,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.592202,2026-08-24,DEL-BLR,-1,Monday,19,21,False,9.075207697984686
2026-08-25 00:08:42.615794,2026-09-22,DEL,BLR,Air India,AI 2819,2026-09-22 15:00:00,2026-09-22 17:55:00,8735,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.615794,2026-09-22,DEL-BLR,28,Tuesday,15,17,False,9.075207697984686
2026-08-25 00:08:42.599536,2026-08-26,DEL,BLR,Air India Express,IX 1070,2026-08-26 18:40:00,2026-08-26 21:30:00,8971,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.599536,2026-08-26,DEL-BLR,1,Wednesday,18,21,False,9.101863895640099
2026-08-25 00:08:42.581727,2026-08-25,DEL,BLR,Akasa Air,QP 1812,2026-08-25 22:55:00,2026-08-26 01:50:00,9031,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.581727,2026-08-25,DEL-BLR,0,Tuesday,22,1,False,9.108529105829499
2026-08-25 00:08:42.587498,2026-08-25,DEL,BLR,Akasa Air,QP 1350,2026-08-25 21:55:00,2026-08-26 00:50:00,9031,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587498,2026-08-25,DEL-BLR,0,Tuesday,21,0,False,9.108529105829499
2026-08-25 00:08:42.592204,2026-08-24,DEL,BLR,Akasa Air,QP 1308,2026-08-24 20:55:00,2026-08-24 23:50:00,9031,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.592204,2026-08-24,DEL-BLR,-1,Monday,20,23,False,9.108529105829499
2026-08-25 00:08:42.599538,2026-08-26,DEL,BLR,Akasa Air,QP 1335,2026-08-26 14:55:00,2026-08-26 17:55:00,9031,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.599538,2026-08-26,DEL-BLR,1,Wednesday,14,17,False,9.108529105829499
2026-08-25 00:08:42.608698,2026-09-06,DEL,BLR,Air India,AI 2757,2026-09-06 00:15:00,2026-09-06 03:10:00,9270,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.608698,2026-09-06,DEL-BLR,12,Sunday,0,3,True,9.134646527606982
2026-08-25 00:08:42.608707,2026-09-06,DEL,BLR,IndiGo,6E 2314,2026-09-06 05:45:00,2026-09-06 08:40:00,9518,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.608707,2026-09-06,DEL-BLR,12,Sunday,5,8,True,9.161045080251306
2026-08-25 00:08:42.604206,2026-08-30,DEL,BLR,IndiGo,6E 820,2026-08-30 03:00:00,2026-08-30 05:55:00,11161,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604206,2026-08-30,DEL-BLR,5,Sunday,3,5,True,9.320270431348378
2026-08-25 00:08:42.604210,2026-08-30,DEL,BLR,Air India,AI 2502,2026-08-30 03:15:00,2026-08-30 06:10:00,11318,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604210,2026-08-30,DEL-BLR,5,Sunday,3,6,True,9.33423800863242
2026-08-25 00:08:42.604212,2026-08-30,DEL,BLR,Air India,AI 2757,2026-08-30 00:15:00,2026-08-30 03:10:00,11418,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604212,2026-08-30,DEL-BLR,5,Sunday,0,3,True,9.343033913701648
2026-08-25 00:08:42.608711,2026-09-06,DEL,BLR,Akasa Air,QP 1308,2026-09-06 20:55:00,2026-09-06 23:50:00,11638,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.608711,2026-09-06,DEL-BLR,12,Sunday,20,23,True,9.362116806941977
2026-08-25 00:08:42.604214,2026-08-30,DEL,BLR,IndiGo,6E 2314,2026-08-30 05:45:00,2026-08-30 08:40:00,11777,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604214,2026-08-30,DEL-BLR,5,Sunday,5,8,True,9.373988663504516
2026-08-25 00:08:42.580506,2026-08-25,DEL,BOM,IndiGo,6E 324,2026-08-25 13:00:00,2026-08-25 15:10:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.580506,2026-08-25,DEL-BOM,0,Tuesday,13,15,False,8.768107539675803
2026-08-25 00:08:42.581345,2026-08-25,DEL,BOM,IndiGo,6E 324,2026-08-25 13:00:00,2026-08-25 15:10:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.581345,2026-08-25,DEL-BOM,0,Tuesday,13,15,False,8.768107539675803
2026-08-25 00:08:42.587980,2026-08-25,DEL,BOM,IndiGo,6E 324,2026-08-25 13:00:00,2026-08-25 15:10:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587980,2026-08-25,DEL-BOM,0,Tuesday,13,15,False,8.768107539675803
2026-08-25 00:08:42.592685,2026-08-24,DEL,BOM,IndiGo,6E 324,2026-08-24 13:00:00,2026-08-24 15:10:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.592685,2026-08-24,DEL-BOM,-1,Monday,13,15,False,8.768107539675803
2026-08-25 00:08:42.600385,2026-08-26,DEL,BOM,IndiGo,6E 6047,2026-08-26 11:00:00,2026-08-26 13:15:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.600385,2026-08-26,DEL-BOM,1,Wednesday,11,13,False,8.768107539675803
2026-08-25 00:08:42.604759,2026-08-30,DEL,BOM,IndiGo,6E 320,2026-08-30 08:00:00,2026-08-30 10:20:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.604759,2026-08-30,DEL-BOM,5,Sunday,8,10,True,8.768107539675803
2026-08-25 00:08:42.609583,2026-09-06,DEL,BOM,IndiGo,6E 6328,2026-09-06 10:15:00,2026-09-06 12:35:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.609583,2026-09-06,DEL-BOM,12,Sunday,10,12,True,8.768107539675803
2026-08-25 00:08:42.616403,2026-09-22,DEL,BOM,IndiGo,6E 6047,2026-09-22 11:00:00,2026-09-22 13:15:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.616403,2026-09-22,DEL-BOM,28,Tuesday,11,13,False,8.768107539675803
2026-08-25 00:08:42.616408,2026-09-22,DEL,BOM,IndiGo,6E 6676,2026-09-22 12:00:00,2026-09-22 14:15:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.616408,2026-09-22,DEL-BOM,28,Tuesday,12,14,False,8.768107539675803
2026-08-25 00:08:42.616410,2026-09-22,DEL,BOM,IndiGo,6E 324,2026-09-22 13:00:00,2026-09-22 15:10:00,6425,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.616410,2026-09-22,DEL-BOM,28,Tuesday,13,15,False,8.768107539675803
2026-08-25 00:08:42.580516,2026-08-25,DEL,BOM,Air India,AI 1785,2026-08-25 12:00:00,2026-08-25 14:25:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.580516,2026-08-25,DEL-BOM,0,Tuesday,12,14,False,8.792245847467877
2026-08-25 00:08:42.581351,2026-08-25,DEL,BOM,Air India,AI 1785,2026-08-25 12:00:00,2026-08-25 14:25:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.581351,2026-08-25,DEL-BOM,0,Tuesday,12,14,False,8.792245847467877
2026-08-25 00:08:42.587986,2026-08-25,DEL,BOM,Air India,AI 1785,2026-08-25 12:00:00,2026-08-25 14:25:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.587986,2026-08-25,DEL-BOM,0,Tuesday,12,14,False,8.792245847467877
2026-08-25 00:08:42.592689,2026-08-24,DEL,BOM,Air India,AI 2425,2026-08-24 10:30:00,2026-08-24 12:50:00,6582,INR,Economy,0,SerpApi Google Flights,2026-08-25,00:08:42.592689,2026-08-24,DEL-BOM,-1,Monday,10,12,False,8.792245847467877
